user_id,full_name,pan,pan_valid,aadhaar_last4,aadhaar_valid,aadhaar_premasked,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,income_valid,income_missing,dob_missing,signup_missing
USR10054,Veda Sodhi,,False,8561,True,False,1977-02-24 00:00:00,Ludhiana,Punjab,-15820.0,Unemployed,,VERIFIED,LOW,False,False,False,True
USR10057,Zehaan Shetty,KQMXL5728R,True,2603,True,False,1998-05-30 00:00:00,Kolkata,West Bengal,,Freelancer,2026-03-10 00:00:00,VERIFIED,MEDIUM,False,True,False,False
USR10059,Darsh Bhatti,VDRFY3513K,True,3974,True,False,,Jalandhar,Punjab,62771.0,Unemployed,2024-06-23 22:19:56,VERIFIED,MEDIUM,True,False,True,False
USR10064,Yamini Kapadia,LLLDU5856D,True,8298,True,False,1982-10-16 06:49:45,Ludhiana,Punjab,,Gig Worker,,PENDING,UNKNOWN,False,True,False,True
USR10066,Yashodasom,GMSVD2441K,True,0270,True,False,2006-07-26 23:33:00,Jaipur,Rajasthan,25819.0,Student,2025-05-15 00:00:00,PENDING,LOW,True,False,False,False
USR10069,Fiyaz Pingle,RAHVJ4104Y,True,5178,True,False,1961-09-27 00:00:00,Mumbai,Maharashtra,49895.0,Business Owner,,VERIFIED,MEDIUM,True,False,False,True
USR10070,Vedhika Chaudhry,YDFTR4800M,True,7652,True,False,1976-03-17 00:00:00,Lucknow,Uttar Pradesh,10797.0,Salaried,2025-06-26 00:00:00,VERIFIED,LOW,True,False,False,False
USR10078,Balvanchoudhary,ETFYC6320D,True,1162,True,False,,Bengaluru,Karnataka,,Unemployed,2025-10-15 00:00:00,VERIFIED,HIGH,False,True,True,False
USR10085,Neel Deol,CCHNM7498D,True,0756,True,False,1981-04-16 23:01:03,Hyderabad,Telangana,,Retired,2025-04-23 00:00:00,VERIFIED,MEDIUM,False,True,False,False
USR10086,Idika Biswas,IHKMF2011Z,True,3017,True,False,1998-11-12 00:00:00,Bengaluru,Karnataka,29650.0,Retired,2024-08-08 15:24:44,REJECTED,LOW,True,False,False,False
USR10088,Jyoti Soni,JNJEH7052X,True,3823,True,False,1986-01-05 00:00:00,Ludhiana,Punjab,26367.0,Student,,VERIFIED,LOW,True,False,False,True
USR10090,Arya Nadig,FXVKY3589L,True,5448,False,False,1976-11-29 22:12:47,Lucknow,Uttar Pradesh,13798.0,Freelancer,,VERIFIED,LOW,True,False,False,True
USR10093,Widisha Ganesan,,False,0492,True,False,1967-01-08 00:00:00,Ludhiana,Punjab,,Student,2025-10-31 01:25:20,VERIFIED,HIGH,False,True,False,False
USR10095,Dalbir Kala,MYAQM7278K,True,5208,False,False,1996-11-30 00:00:00,Jalandhar,Punjab,33245.0,Gig Worker,2025-07-11 19:32:49,VERIFIED,LOW,True,False,False,False
USR10096,Michael Kapadia,JKIQW6925C,True,4944,True,False,1980-05-03 00:00:00,Hyderabad,Telangana,19706.0,Unemployed,2024-07-27 00:00:00,VERIFIED,LOW,True,False,False,False
USR10097,Faris Rattan,EJTQU5238W,True,2048,True,False,1961-09-26 00:00:00,Kolkata,West Bengal,71021.0,Unemployed,2025-02-10 00:00:00,VERIFIED,LOW,True,False,False,False
USR10098,Xiti Ben,QUPZM7586,False,2413,True,False,1961-10-12 00:00:00,Chennai,Tamil Nadu,9421.0,Gig Worker,2025-07-22 00:00:00,REJECTED,LOW,True,False,False,False
USR10100,Gavin Mani,,False,7502,True,False,2002-12-29 00:00:00,Jalandhar,Punjab,79104.0,Student,2025-04-15 00:00:00,VERIFIED,LOW,True,False,False,False
USR10101,Vincent Borra,VFLAA3488C,True,0994,True,False,1966-08-21 00:00:00,Jalandhar,Punjab,34000.0,Unemployed,2024-07-24 00:00:00,VERIFIED,HIGH,True,False,False,False
USR10106,Onveer Devi,BJQZX0061,False,2188,True,False,2004-10-20 01:18:08,Ludhiana,Punjab,27821.0,Unemployed,2024-01-19 00:00:00,VERIFIED,LOW,True,False,False,False
USR10107,Kalpit Narayan,PSZIU4769J,True,9442,True,False,1982-03-24 11:23:00,Hyderabad,Telangana,47795.0,Self Employed,2026-02-19 00:00:00,VERIFIED,LOW,True,False,False,False
USR10108,Chame1I Nadig,BOOZV5903,False,7838,True,False,1974-01-08 02:23:31,Chennai,Tamil Nadu,21734.0,Salaried,2025-11-03 14:51:55,VERIFIED,MEDIUM,True,False,False,False
USR10114,Anya Gera,,False,,False,False,1970-10-14 00:00:00,Delhi,Delhi,17607.0,Retired,2024-03-27 14:07:08,VERIFIED,MEDIUM,True,False,False,False
USR10115,Veda Wali,UBCJF9557Q,True,7377,True,False,1966-08-16 16:16:39,Chennai,Tamil Nadu,34289.0,Salaried,2025-09-27 22:29:40,VERIFIED,LOW,True,False,False,False
USR10123,Jyoti Mukhopadhyay,VFJGH8521W,True,8808,True,False,1984-08-31 09:07:44,Lucknow,Uttar Pradesh,14855.0,Retired,2026-01-15 16:51:32,VERIFIED,MEDIUM,True,False,False,False
USR10126,Chandresh Bail,ERXIZ5289Y,True,0560,True,False,1968-05-10 13:34:00,Pune,Maharashtra,49735.0,Unemployed,2025-01-21 00:00:00,VERIFIED,LOW,True,False,False,False
USR10129,Gabriel Dugar,OWICS9646E,True,0278,True,False,1986-04-16 00:00:00,Lucknow,Uttar Pradesh,30244.0,Freelancer,2025-09-13 00:00:00,VERIFIED,MEDIUM,True,False,False,False
USR10130,Osha Raj,HHAIS6963P,True,3233,True,False,1990-06-25 00:00:00,Pune,Maharashtra,52292.0,Business Owner,2024-07-25 00:00:00,PENDING,LOW,True,False,False,False
USR10131,Kashish Dua,JBNMU8104T,True,5895,True,False,2001-01-25 17:52:59,Chennai,Tamil Nadu,39868.0,Business Owner,2026-02-14 00:00:00,VERIFIED,UNKNOWN,True,False,False,False
USR10133,Finn Cheema,MXJMT0296U,True,4462,True,False,1982-11-17 07:24:00,Mumbai,Maharashtra,38349.0,Self Employed,2025-07-20 00:00:00,VERIFIED,HIGH,True,False,False,False
USR10143,Vrishti Devi,QBJQU2549A,True,7341,True,False,1973-01-23 00:00:00,Mumbai,Maharashtra,20853.0,Farmer,2025-02-26 00:00:00,VERIFIED,LOW,True,False,False,False
USR10155,Vasatika Pall,VGPGC1828H,True,9131,True,False,1970-08-21 00:00:00,Mumbai,Maharashtra,,Salaried,2024-12-26 04:40:00,PENDING,HIGH,False,True,False,False
USR10157,Jonathan Sood,SFLSS8791F,True,2962,False,False,1963-01-03 00:00:00,Pune,Maharashtra,34003.0,Business Owner,2024-10-04 00:00:00,VERIFIED,HIGH,True,False,False,False
USR10161,Ganga Date,WYXR01853U,False,3481,True,False,,Jaipur,Rajasthan,49452.0,Gig Worker,2024-11-09 00:00:00,VERIFIED,LOW,True,False,True,False
USR10165,Manbir Manne,ACZUX1398N,True,4479,True,False,1993-06-01 00:00:00,Chennai,Tamil Nadu,,Self Employed,2025-07-22 00:00:00,PENDING,LOW,False,True,False,False
USR10166,Maya Sane,ZXJPO3686X,True,2537,True,False,1978-01-19 00:00:00,Jaipur,Rajasthan,35800.0,Salaried,2024-04-22 00:00:00,VERIFIED,MEDIUM,True,False,False,False
USR10168,Aarini Rajan,JPGRS7003U,True,2856,True,False,1967-09-17 02:24:00,Bengaluru,Karnataka,11300.0,Retired,2025-01-06 00:00:00,PENDING,LOW,True,False,False,False
USR10171,Hredhaan Devan,GEEJQ2097Z,True,8568,False,True,1989-02-14 00:00:00,Kolkata,West Bengal,28921.0,Business Owner,2024-07-04 00:00:00,VERIFIED,HIGH,True,False,False,False
USR10174,Dayamai Borra,GXEQU6279D,True,0522,True,False,1962-03-28 21:49:00,Chennai,Tamil Nadu,97324.0,Farmer,2025-05-24 00:00:00,VERIFIED,LOW,True,False,False,False
USR10176,Alka Bir,BCWDB7161,False,5526,False,True,1971-02-24 00:00:00,Chennai,Tamil Nadu,27058.0,Salaried,2025-02-05 00:00:00,REJECTED,LOW,True,False,False,False
USR10182,Gunbir S0Man,WLTCF3280,False,4247,True,False,2007-05-07 00:00:00,Pune,Maharashtra,31424.0,Freelancer,2026-01-16 21:12:56,VERIFIED,LOW,True,False,False,False
USR10185,Jasmit Rajagopalan,,False,6991,True,False,1989-04-24 11:03:06,Amritsar,Punjab,74324.0,Gig Worker,2024-01-07 00:00:00,VERIFIED,LOW,True,False,False,False
USR10188,Veer Seshadri,TBISJ6381N,True,7718,True,False,1968-09-04 00:00:00,Delhi,Delhi,23789.0,Gig Worker,2024-05-11 00:00:00,VERIFIED,MEDIUM,True,False,False,False
USR10192,Lucky Sani,EUSEA1656K,True,5791,True,False,1980-06-12 10:14:00,Mumbai,Maharashtra,32350.0,Farmer,2025-07-24 00:00:00,VERIFIED,LOW,True,False,False,False
USR10194,Balvan Narayanan,,False,0365,True,False,1992-08-29 00:00:00,Lucknow,Uttar Pradesh,8557.0,Salaried,2025-12-02 23:44:00,VERIFIED,MEDIUM,True,False,False,False
USR10195,Unnati Shukla,WTDLO1743Z,True,3549,True,False,1988-04-16 07:20:27,Ludhiana,Punjab,11451.0,Student,2025-08-30 15:18:09,VERIFIED,HIGH,True,False,False,False
USR10200,Ati Swaminathan,KJGSF3972C,True,8638,True,False,1974-03-16 00:00:00,Kolkata,West Bengal,41384.0,Unemployed,2025-09-01 11:23:45,VERIFIED,MEDIUM,True,False,False,False
USR10202,Champak Bhatia,VXIXQ0284V,True,9717,True,False,1979-04-14 21:56:01,Kolkata,West Bengal,16825.0,Business Owner,2026-02-21 00:00:00,PENDING,LOW,True,False,False,False
USR10203,Chanakya Mandal,DBZPN0182F,True,9035,True,False,1986-08-31 01:54:38,Pune,Maharashtra,49109.0,Self Employed,2025-12-31 00:00:00,VERIFIED,MEDIUM,True,False,False,False
USR10204,Dhriti Rajagopal,QHAVT4269Z,True,7145,True,False,1968-03-03 00:00:00,Ludhiana,Punjab,-16381.0,Self Employed,2025-12-25 00:00:00,VERIFIED,LOW,False,False,False,False
USR10205,Diya Tiwari,CIOAM6886B,True,0977,True,False,,Ludhiana,Punjab,11613.0,Student,2024-08-16 00:00:00,VERIFIED,MEDIUM,True,False,True,False
USR10207,Jack Taneja,RIEKD8431Z,True,7121,False,False,1981-04-15 00:00:00,Ludhiana,Punjab,,Salaried,2024-01-17 00:00:00,REJECTED,LOW,False,True,False,False
USR10209,Samarth Dey,SPRJX8660K,True,0336,True,False,2001-12-27 00:00:00,Bengaluru,Karnataka,14700.0,Retired,2024-01-09 00:00:00,VERIFIED,HIGH,True,False,False,False
USR10210,Radha Narayanan,DOJTA0907Z,True,0225,True,False,1996-03-20 02:13:55,Jalandhar,Punjab,37410.0,Freelancer,2025-07-14 12:39:47,PENDING,MEDIUM,True,False,False,False
USR10213,Fariq Bhavsar,ASTFC3720B,True,4430,False,False,1989-08-28 00:00:00,Jaipur,Rajasthan,29700.0,Student,2025-02-23 03:24:00,PENDING,HIGH,True,False,False,False
USR10214,Turvi Kapur,XAWZM1730C,True,3628,True,False,1989-07-06 01:32:19,Ludhiana,Punjab,25164.0,Farmer,2025-10-28 00:18:34,PENDING,MEDIUM,True,False,False,False
USR10216,Unni Vig,TPHFM2913,False,9726,True,False,1999-04-08 13:50:52,Jaipur,Rajasthan,48670.0,Salaried,2024-03-18 00:00:00,VERIFIED,LOW,True,False,False,False
USR10218,Lekha Keer,TAMQI2883E,True,9469,True,False,1965-07-06 00:00:00,Ludhiana,Punjab,28990.0,Salaried,2026-03-12 00:00:00,VERIFIED,MEDIUM,True,False,False,False
USR10221,Nathan Narain,QRDDA6314T,True,7534,True,False,1988-11-22 06:38:14,Pune,Maharashtra,76407.0,Unemployed,2026-01-07 00:00:00,VERIFIED,MEDIUM,True,False,False,False
USR10222,Tamanna Chand,BRILX4429G,True,3349,True,False,1988-03-16 00:00:00,Amritsar,Punjab,38181.0,Student,2025-04-12 05:18:46,VERIFIED,LOW,True,False,False,False
USR10223,Eesha Joshi,NKONK8611O,True,6450,True,False,,Hyderabad,Telangana,,Freelancer,2024-02-17 18:52:51,PENDING,MEDIUM,False,True,True,False
USR10228,Finn Gade,GYXZP9703T,True,4308,True,False,1992-08-01 00:00:00,Lucknow,Uttar Pradesh,18999.0,Business Owner,2025-12-15 00:00:00,VERIFIED,MEDIUM,True,False,False,False
USR10229,Darika Sarna,DXZKM0876A,True,2654,True,False,1989-04-30 00:00:00,Amritsar,Punjab,22969.0,Student,2024-12-16 00:00:00,VERIFIED,MEDIUM,True,False,False,False
USR10232,Vasana Prashad,LQLJH4277R,True,6512,False,False,1970-01-26 00:00:00,Amritsar,Punjab,11400.0,Retired,2025-10-15 00:00:00,VERIFIED,HIGH,True,False,False,False
USR10233,Sara Reddy,,False,9156,True,False,1988-05-06 03:22:00,Jaipur,Rajasthan,45878.0,Gig Worker,2024-03-01 00:00:00,VERIFIED,LOW,True,False,False,False
USR10239,Girish Koshy,NCDMU2666Q,True,8046,True,False,1966-06-02 00:00:00,Pune,Maharashtra,38138.0,Retired,2025-05-31 00:00:00,VERIFIED,HIGH,True,False,False,False
USR10241,Arya Koshy,CAEML1033G,True,0476,False,False,2001-12-12 00:00:00,Mumbai,Maharashtra,25630.0,Business Owner,2024-10-27 00:00:00,VERIFIED,LOW,True,False,False,False
USR10245,Aachal Gulati,SSCKX6976T,True,0643,True,False,1993-01-03 11:23:00,Amritsar,Punjab,28505.0,Student,2025-10-11 01:03:52,VERIFIED,MEDIUM,True,False,False,False
USR10249,Pooja Mannan,TKQKC6386T,True,3783,True,False,1976-03-24 00:00:00,Chennai,Tamil Nadu,35209.0,Unemployed,2025-12-30 06:25:47,VERIFIED,MEDIUM,True,False,False,False
USR10257,Tanish Issac,HQZWV0953B,True,6054,True,False,,Jalandhar,Punjab,15854.0,Self Employed,2025-03-10 12:06:05,VERIFIED,UNKNOWN,True,False,True,False
USR10261,Raksha Khanna,SBSKN9088C,True,5175,True,False,1992-10-19 01:30:45,Lucknow,Uttar Pradesh,34259.0,Freelancer,2025-02-22 00:00:00,VERIFIED,LOW,True,False,False,False
USR10262,Baghyawati Ganesan,BCRWJ1533U,True,1658,True,False,1963-07-07 00:00:00,Lucknow,Uttar Pradesh,,Retired,2024-07-09 19:09:14,VERIFIED,LOW,False,True,False,False
USR10264,Bhavya Kar,ZTYKZ0357G,True,,False,False,,Bengaluru,Karnataka,29708.0,Gig Worker,2025-06-03 00:00:00,PENDING,MEDIUM,True,False,True,False
USR10265,Ladli Borde,HTCMC8291O,True,7632,False,False,,Pune,Maharashtra,20579.0,Salaried,2025-06-10 00:00:00,VERIFIED,LOW,True,False,True,False
USR10267,Nidra Jain,QURIV1241Y,True,9672,True,False,1988-09-15 21:52:00,Delhi,Delhi,33870.0,Farmer,2025-10-15 00:00:00,VERIFIED,LOW,True,False,False,False
USR10272,Guneet Rao,,False,4738,True,False,1992-08-28 00:00:00,Kolkata,West Bengal,57300.0,Farmer,2024-05-29 00:00:00,PENDING,LOW,True,False,False,False
USR10277,Ojasvi Mahajan,CIWAC4925P,True,7089,True,False,1983-07-22 00:00:00,Pune,Maharashtra,19900.0,Salaried,2024-10-03 20:31:39,VERIFIED,LOW,True,False,False,False
USR10278,Isha Patil,NQQFL8842P,True,5479,False,True,1970-09-30 00:00:00,Bengaluru,Karnataka,35033.0,Farmer,2025-04-17 00:00:00,VERIFIED,LOW,True,False,False,False
USR10285,Samaksh Buch,TNCFZ5575D,True,7178,True,False,1980-10-01 00:00:00,Lucknow,Uttar Pradesh,25800.0,Freelancer,2025-09-11 10:14:00,VERIFIED,UNKNOWN,True,False,False,False
USR10288,Fiyaz Ramaswamy,BDCUR2943J,True,0793,True,False,2006-04-11 06:38:00,Jaipur,Rajasthan,25270.0,Retired,2025-08-12 00:00:00,VERIFIED,UNKNOWN,True,False,False,False
USR10289,Gavin Chandra,PBIUE3421R,True,8660,True,False,1969-02-25 15:48:35,Bengaluru,Karnataka,23756.0,Student,2025-03-09 00:00:00,PENDING,LOW,True,False,False,False
USR10290,Yoshita Muni,HXFKY8683Z,True,3658,False,False,1970-07-03 00:00:00,Pune,Maharashtra,7517.0,Farmer,2025-03-28 00:00:00,VERIFIED,LOW,True,False,False,False
USR10293,Yauvani Mall,ZYZSL0066Z,True,9544,True,False,1985-10-25 12:45:46,Jaipur,Rajasthan,17900.0,Unemployed,2024-03-20 00:00:00,VERIFIED,LOW,True,False,False,False
USR10297,Henry Ram,GGVHM4173F,True,5353,True,False,2004-01-20 00:00:00,Pune,Maharashtra,25349.0,Freelancer,2025-03-03 12:15:41,VERIFIED,LOW,True,False,False,False
USR10298,Nikita Samra,XBNEX6709M,True,3972,True,False,1962-04-01 00:00:00,Mumbai,Maharashtra,28602.0,Retired,2025-08-12 00:00:00,REJECTED,LOW,True,False,False,False
USR10300,Sathvik Ram,SCOOB9755A,True,1426,True,False,1973-02-24 07:32:41,Ludhiana,Punjab,35516.0,Farmer,2024-02-05 00:00:00,VERIFIED,LOW,True,False,False,False
USR10304,Chandani J0Ha1,AGBPP2761P,True,9367,True,False,1966-11-22 02:23:00,Jalandhar,Punjab,-33744.0,Salaried,2025-09-18 00:00:00,VERIFIED,MEDIUM,False,False,False,False
USR10306,Iravaidya,GUDPH2996,False,4441,True,False,1960-05-23 09:10:16,Delhi,Delhi,,Unemployed,,VERIFIED,MEDIUM,False,True,False,True
USR10309,Aradhana Handa,,False,9437,False,False,1971-10-28 00:00:00,Kolkata,West Bengal,13000.0,Student,2025-03-12 18:10:14,PENDING,LOW,True,False,False,False
USR10310,Sameshgoyal,KLAXF9996K,True,,False,False,1991-06-29 00:00:00,Lucknow,Uttar Pradesh,32802.0,Unemployed,2026-03-25 00:00:00,VERIFIED,MEDIUM,True,False,False,False
USR10312,Urishilla Banik,AAZUG0261P,True,9996,True,False,2000-06-15 00:00:00,Ludhiana,Punjab,19368.0,Student,2025-06-10 00:00:00,VERIFIED,LOW,True,False,False,False
USR10317,Yatan Lalla,NKLPB6525C,True,3952,True,False,1989-10-13 00:00:00,Hyderabad,Telangana,32899.0,Self Employed,2024-06-12 00:00:00,VERIFIED,LOW,True,False,False,False
USR10318,Noah Sarkar,TKYNW5147D,True,5015,True,False,2002-09-04 00:00:00,Amritsar,Punjab,27205.0,Retired,2024-05-14 16:30:20,VERIFIED,MEDIUM,True,False,False,False
USR10326,Viraj Manne,IGUKD1939U,True,7394,True,False,1961-07-01 00:00:00,Amritsar,Punjab,-10057.0,Freelancer,2025-01-29 00:00:00,PENDING,LOW,False,False,False,False
USR10329,Ladli Hari,VWPMA2822M,True,9702,False,False,,Hyderabad,Telangana,29811.0,Gig Worker,2025-02-19 11:52:06,VERIFIED,LOW,True,False,True,False
USR10331,Vivaan Shetty,AKXSU49321,False,0583,True,False,2000-08-20 00:00:00,Bengaluru,Karnataka,51778.0,Freelancer,2024-07-28 02:47:57,VERIFIED,LOW,True,False,False,False
USR10335,Gaurangi Pandey,EHQQI3191R,True,5439,True,False,1960-07-09 00:00:00,Chennai,Tamil Nadu,28904.0,Unemployed,2025-03-07 00:00:00,VERIFIED,LOW,True,False,False,False
USR10340,Gauri Dubey,FPMZS0978S,True,9058,True,False,2003-12-30 00:00:00,Lucknow,Uttar Pradesh,26679.0,Retired,2025-03-12 14:10:54,VERIFIED,UNKNOWN,True,False,False,False
USR10341,Daksha Khare,VKYGC2749O,True,1673,True,False,,Pune,Maharashtra,59899.0,Unemployed,,VERIFIED,MEDIUM,True,False,True,True
USR10342,Onveer Barad,NUIRL0166F,True,5481,True,False,1994-04-07 00:00:00,Lucknow,Uttar Pradesh,34469.0,Unemployed,,VERIFIED,UNKNOWN,True,False,False,True
USR10347,Amruta Bobal,EUUAT6031K,True,7064,True,False,,Chennai,Tamil Nadu,12979.0,Unemployed,2024-10-17 00:00:00,VERIFIED,HIGH,True,False,True,False
USR10349,Kevin Korpal,ILQYB3209K,True,2461,True,False,1982-01-14 11:08:56,Mumbai,Maharashtra,45629.0,Farmer,,VERIFIED,LOW,True,False,False,True
USR10351,Vaishnavi Brahmbhatt,,False,,False,False,1971-12-21 00:00:00,Pune,Maharashtra,55887.0,Freelancer,2024-11-10 00:00:00,PENDING,LOW,True,False,False,False
USR10353,Saumya Balan,WCUEX2474T,True,,False,False,1977-01-13 00:00:00,Bengaluru,Karnataka,,Student,2024-11-03 00:00:00,VERIFIED,MEDIUM,False,True,False,False
USR10356,Charles Chawla,FKAHM1015N,True,8485,False,False,2005-01-22 20:51:48,Chennai,Tamil Nadu,31980.0,Unemployed,,VERIFIED,MEDIUM,True,False,False,True
USR10357,Jason Malhotra,XGGZJ2178R,True,6125,False,True,1990-09-25 00:00:00,Delhi,Delhi,30960.0,Freelancer,2025-10-27 00:00:00,VERIFIED,LOW,True,False,False,False
USR10359,Aarna Vora,WJQGN7433G,True,2280,True,False,1972-04-07 07:17:13,Ludhiana,Punjab,32975.0,Retired,2025-01-27 10:40:15,VERIFIED,MEDIUM,True,False,False,False
USR10361,Andrew Bhardwaj,IEHEN3741V,True,6057,True,False,1990-07-04 00:00:00,Mumbai,Maharashtra,29294.0,Freelancer,2024-07-23 00:00:00,VERIFIED,LOW,True,False,False,False
USR10363,Sarthak Doctor,MPEKY3167S,True,6037,True,False,1994-12-27 00:00:00,Jaipur,Rajasthan,16604.0,Business Owner,2024-06-09 00:00:00,VERIFIED,UNKNOWN,True,False,False,False
USR10369,Omya Zachariah,CFDSU8346V,True,2420,True,False,1961-03-26 00:00:00,Jalandhar,Punjab,,Retired,2024-08-03 00:00:00,VERIFIED,LOW,False,True,False,False
USR10374,Prisha Goel,YWBBI4612M,True,8479,True,False,1997-07-06 00:00:00,Bengaluru,Karnataka,86817.0,Gig Worker,2025-02-14 12:54:00,VERIFIED,LOW,True,False,False,False
USR10376,Chaaya Desai,DUBFE5572G,True,6477,True,False,1975-10-14 16:38:14,Chennai,Tamil Nadu,19619.0,Farmer,2024-11-15 08:34:57,PENDING,LOW,True,False,False,False
USR10377,Ekaraj Goyal,GDHJK3510N,True,7352,True,False,,Delhi,Delhi,17386.0,Gig Worker,2024-03-01 12:41:55,VERIFIED,MEDIUM,True,False,True,False
USR10379,Advay Butala,PERIK5483M,True,5657,False,False,1995-11-04 00:00:00,Chennai,Tamil Nadu,12843.0,Retired,2024-09-19 18:55:57,VERIFIED,MEDIUM,True,False,False,False
USR10382,Madhavi Seshadri,RKHDP6153T,True,6471,True,False,1961-10-29 08:12:40,Ludhiana,Punjab,16913.0,Self Employed,2025-12-20 00:00:00,VERIFIED,LOW,True,False,False,False
USR10384,Divya Gole,CXGUE9215O,True,0185,True,False,2004-01-28 00:00:00,Bengaluru,Karnataka,34771.0,Farmer,2024-12-27 00:00:00,REJECTED,LOW,True,False,False,False
USR10388,Inaya Bajwa,BKKPS2919I,True,0726,False,True,1982-08-01 00:00:00,Lucknow,Uttar Pradesh,95632.0,Student,2024-05-26 12:38:53,VERIFIED,LOW,True,False,False,False
USR10392,Bimala Pradhan,UYITL2094M,True,2364,True,False,1994-02-02 00:00:00,Amritsar,Punjab,46978.0,Business Owner,2026-03-17 21:59:55,VERIFIED,LOW,True,False,False,False
USR10393,Aarnav Aurora,XMHNR2711D,True,5524,True,False,,Delhi,Delhi,56752.0,Student,2025-07-17 22:30:03,VERIFIED,HIGH,True,False,True,False
USR10399,Yahvi Divan,OXQQF7312R,True,0822,True,False,1990-03-05 00:00:00,Jalandhar,Punjab,38600.0,Salaried,2026-03-15 01:12:00,VERIFIED,LOW,True,False,False,False
USR10401,Harrison Buch,CNQCH7616V,True,2363,True,False,1985-02-24 00:00:00,Hyderabad,Telangana,20800.0,Business Owner,2025-01-08 00:00:00,VERIFIED,LOW,True,False,False,False
USR10408,Sanaya Biswas,QEECL6715T,True,6357,True,False,1963-07-18 00:00:00,Delhi,Delhi,,Student,2025-04-22 00:00:00,VERIFIED,MEDIUM,False,True,False,False
